Strand	Length	PID	Gene	Synonym	Code	COG	Product	Pos_Start	Pos_End	Predicted_Operon
-	564	384437778	sll0834	SYNGTS_2550	-	-	low affinity sulfate transporter	2834633	2836327	OR1
-	371	384437779	sll0833	SYNGTS_2551	-	-	OppC in a binding protein-dependent transport system	2836612	2837727	OR1
-	151	384437780	sll0832	SYNGTS_2552	-	-	hypothetical protein	2837741	2838196	OR1
+	71	384437781	ssr1407	SYNGTS_2553	-	-	hypothetical protein	2838506	2838721	OF865
+	872	384437782	dnaB	SYNGTS_2554	-	-	replicative DNA helicase	2838774	2841392	OF866
+	303	384437783	moxR	SYNGTS_2555	-	-	MoxR protein	2841589	2842500	OF867
+	342	384437784	rfbB	SYNGTS_2556	-	-	dTDP-glucose 4,6-dehydratase	2842531	2843559	OF867
-	87	384437785	ssl1552	SYNGTS_2557	-	-	hypothetical protein	2843626	2843889	OR1
-	669	384437786	fus	SYNGTS_2558	-	-	elongation factor EF-G	2843997	2846006	OR1
+	341	384437787	purM	SYNGTS_2559	-	-	phosphoribosyl formylglycinamidine cyclo-ligase	2846140	2847165	OF867
-	212	384437788	rapQ	SYNGTS_2560	-	-	methyltransferase	2847162	2847800	OR1
+	387	384437789	hemH	SYNGTS_2561	-	-	ferrochelatase	2847913	2849076	OF868
-	468	384437790	nylA	SYNGTS_2562	-	-	6-aminohexanoate-cyclic-dimer hydrolase	2849148	2850554	OR1
-	496	384437791	sll0827	SYNGTS_2563	-	-	hypothetical protein	2850671	2852161	OR1
+	291	384437792	slr0841	SYNGTS_2564	-	-	hypothetical protein	2852428	2853303	OF869
+	404	384437793	slr0842	SYNGTS_2565	-	-	hypothetical protein	2853733	2854947	OF870
-	416	384437794	pcnB	SYNGTS_2566	-	-	polyA polymerase	2854977	2856227	OR1
+	82	384437795	ycf34	SYNGTS_2567	-	-	hypothetical protein	2856324	2856572	OF871
+	681	384437796	ndhF1	SYNGTS_2568	-	-	NADH dehydrogenase subunit 5	2856691	2858736	OF872
-	72	384437797	ssl1533	SYNGTS_2569	-	-	hypothetical protein	2858888	2859106	OR1
+	190	384437798	slr0845	SYNGTS_2570	-	-	hypothetical protein	2859317	2859889	OF873
-	245	384437799	sdhB	SYNGTS_2571	-	-	succinate dehydrogenase iron-sulfur protein	2859918	2860655	OR1
-	129	384437800	sll0822	SYNGTS_2572	-	-	hypothetical protein	2860822	2861211	OR1
+	157	384437801	slr0846	SYNGTS_2573	-	-	hypothetical protein	2861375	2861848	OF874
-	1276	384437802	sll0821	SYNGTS_2574	-	-	hypothetical protein	2861910	2865740	OR1
+	159	384437803	coaD	SYNGTS_2575	-	-	phosphopantetheine adenylyltransferase	2866189	2866668	OF875
+	277	384437804	slr0848	SYNGTS_2576	-	-	hypothetical protein	2866734	2867567	OF876
+	264	384437805	gidB	SYNGTS_2577	-	-	glucose inhibited division protein B	2867584	2868378	OF876
+	302	384437806	slr0073	SYNGTS_2578	-	-	sensory transduction histidine kinase Hik36/PilL	2868608	2869516	OF876
-	240	384437807	sll0088	SYNGTS_2579	-	-	hypothetical protein	2869513	2870235	OR1
+	480	384437808	ycf24	SYNGTS_2580	-	-	Fe-S assembly protein SufB	2870491	2871933	OF877
+	256	384437809	ycf16	SYNGTS_2581	-	-	ABC transporter subunit Ycf16	2872075	2872845	OF878
+	453	384437810	slr0076	SYNGTS_2582	-	-	hypothetical protein	2872981	2874342	OF879
+	420	384437811	nifS	SYNGTS_2583	-	-	NifS protein	2874410	2875672	OF880
-	396	384437812	sll0086	SYNGTS_2584	-	-	hypothetical protein	2875662	2876852	OR1
-	403	384437813	sll0085	SYNGTS_2585	-	-	hypothetical protein	2876895	2878106	OR1
-	161	384437814	hisB	SYNGTS_2586	-	-	imidazoleglycerol-phosphate dehydratase	2878103	2878588	OR1
-	194	384437815	gmhA	SYNGTS_2587	-	-	phosphoheptose isomerase	2878782	2879366	OR1
+	129	384437816	slr0078	SYNGTS_2588	-	-	hypothetical protein	2879583	2879972	OF881
+	813	384437817	gspE	SYNGTS_2589	-	-	general secretion pathway protein E	2880195	2882636	OF882
-	118	384437818	sll0082	SYNGTS_2590	-	-	hypothetical protein	2882737	2883093	OR1
+	160	384437819	rnhA	SYNGTS_2591	-	-	ribonuclease H	2883174	2883656	OF883
+	262	384437820	slr0081	SYNGTS_2592	-	-	OmpR subfamily protein PhoB/HisB/SphR/Rre29	2883839	2884627	OF884
+	443	384437821	slr0082	SYNGTS_2593	-	-	hypothetical protein	2884999	2886330	OF885
+	492	384437822	deaD	SYNGTS_2594	-	-	ATP-dependent RNA helicase DeaD	2886461	2887939	OF886
-	351	384437823	argC	SYNGTS_2595	-	-	N-acetyl-gamma-glutamyl-phosphate reductase	2888082	2889137	OR1
+	210	384437824	hisH	SYNGTS_2596	-	-	N-acetyl-glutamate gamma-semialdehyde dehydrogenase	2889383	2890015	OF887
-	603	384437825	thrS	SYNGTS_2597	-	-	threonyl-tRNA synthetase	2890018	2891829	OR1
+	531	384437826	slr0086	SYNGTS_2598	-	-	hypothetical protein	2892001	2893596	OF888
+	542	384437827	crtO	SYNGTS_2599	-	-	b-carotene ketolase	2893763	2895391	OF889
+	294	384437828	slr0089	SYNGTS_2600	-	-	methyltransferase	2895543	2896427	OF890
+	339	384437829	ppd	SYNGTS_2601	-	-	4-hydroxyphenylpyruvic acid dioxygenase	2896451	2897470	OF890
+	456	384437830	slr0091	SYNGTS_2602	-	-	aldehyde dehydrogenase	2897527	2898897	OF890
+	257	384437831	slr0092	SYNGTS_2603	-	-	hypothetical protein	2898906	2899679	OF890
+	332	384437832	dnaJ	SYNGTS_2604	-	-	DnaJ protein	2899797	2900795	OF890
+	220	384437833	slr0095	SYNGTS_2605	-	-	O-methyltransferase	2900824	2901486	OF890
+	556	384437834	slr0096	SYNGTS_2606	-	-	low affinity sulfate transporter	2901648	2903318	OF890
+	234	384437835	slr0498	SYNGTS_2607	-	-	hypothetical protein	2903348	2904052	OF890
-	342	384437836	sll0489	SYNGTS_2608	-	-	ABC transporter	2904299	2905327	OR1
+	210	384437837	hisB	SYNGTS_2609	-	-	imidazoleglycerol-phosphate dehydratase	2905614	2906246	OF890
-	203	384437838	sll0488	SYNGTS_2610	-	-	hypothetical protein	2906264	2906875	OR1
-	402	384437839	sll0487	SYNGTS_2611	-	-	hypothetical protein	2906992	2908200	OR1
-	102	384437840	kaiB3	SYNGTS_2612	-	-	clock protein KaiB	2908310	2908618	OR1
-	299	384437841	sll0485	SYNGTS_2613	-	-	NarL subfamily protein Rre30	2908792	2909691	OR1
-	245	384437842	sll0484	SYNGTS_2614	-	-	ABC transporter	2909939	2910676	OR1
+	352	384437843	cobW	SYNGTS_2615	-	-	cobalamin synthesis protein CobW	2910807	2911865	OF891
+	337	384437844	slr0503	SYNGTS_2616	-	-	hypothetical protein	2911928	2912941	OF892
+	190	384437845	slr0505	SYNGTS_2617	-	-	hypothetical protein	2912951	2913523	OF892
+	322	384437846	pcr	SYNGTS_2618	-	-	protochlorophyllide oxido-reductase	2913645	2914613	OF892
-	407	384437847	sll0482	SYNGTS_2619	-	-	hypothetical protein	2914670	2915893	OR1
-	155	384437848	sll0481	SYNGTS_2620	-	-	hypothetical protein	2915814	2916281	OR1
-	412	384437849	sll0480	SYNGTS_2621	-	-	hypothetical protein	2916353	2917591	OR1
+	205	384437850	slr0509	SYNGTS_2622	-	-	alkaline phosphatase like protein	2917774	2918391	OF893
+	505	384437851	slr0510	SYNGTS_2623	-	-	hypothetical protein	2918523	2920040	OF894
+	52	384437852	ssr0871	SYNGTS_2624	-	-	transposase	2920263	2920421	OF895
+	259	384437853	slr0511	SYNGTS_2625	-	-	transposase	2920477	2921256	OF896
-	150	384437854	sll0479	SYNGTS_2626	-	-	hypothetical protein	2921724	2922176	OR1
-	147	384437855	sll0478	SYNGTS_2627	-	-	hypothetical protein	2922173	2922616	OR1
-	254	384437856	sll0477	SYNGTS_2628	-	-	hypothetical protein	2922620	2923384	OR1
+	346	384437857	slr0513	SYNGTS_2629	-	-	periplasmic iron-binding protein	2923596	2924636	OF897
+	295	384437858	slr0514	SYNGTS_2630	-	-	hypothetical protein	2924716	2925603	OF898
+	166	384437859	slr0516	SYNGTS_2631	-	-	hypothetical protein	2925600	2926100	OF898
-	806	384437860	sll0474	SYNGTS_2632	-	-	sensory transduction histidine kinase Hik28	2926097	2928517	OR1
-	350	384437861	sll0473	SYNGTS_2633	-	-	hypothetical protein	2928520	2929572	OR1
+	204	384437862	slr0517	SYNGTS_2634	-	-	hypothetical protein	2929585	2930199	OF898
+	177	384437863	abfB	SYNGTS_2635	-	-	alpha-L-arabinofuranosidase B	2930293	2930826	OF899
+	100	384437864	slr0519	SYNGTS_2636	-	-	hypothetical protein	2931028	2931330	OF900
+	224	384437865	purL	SYNGTS_2637	-	-	phosphoribosyl formylglycinamidine synthase	2931327	2932001	OF900
+	337	384437866	slr0521	SYNGTS_2638	-	-	hypothetical protein	2931976	2932989	OF900
+	296	384437867	slr0522	SYNGTS_2639	-	-	hypothetical protein	2933247	2934137	OF900
-	684	384437868	sll0471	SYNGTS_2640	-	-	hypothetical protein	2934288	2936342	OR1
-	186	384437869	sll0470	SYNGTS_2641	-	-	hypothetical protein	2936565	2937125	OR1
-	333	384437870	prsA	SYNGTS_2642	-	-	ribose-phosphate pyrophosphokinase	2937447	2938448	OR1
+	237	384437871	bioD	SYNGTS_2643	-	-	dethiobiotin synthetase	2938619	2939332	OF901
-	366	384437872	queA	SYNGTS_2644	-	-	queuosine biosynthesis protein QueA	2939383	2940483	OR1
-	375	384437873	sll0597	SYNGTS_2645	-	-	hypothetical protein	2940573	2941700	OR1
-	244	384437874	sll0596	SYNGTS_2646	-	-	hypothetical protein	2941817	2942551	OR1
-	143	384437875	sll0595	SYNGTS_2647	-	-	hypothetical protein	2942587	2943018	OR1
-	205	384437876	sll0594	SYNGTS_2648	-	-	transcriptional regulator	2943089	2943706	OR1
-	355	384437877	glk	SYNGTS_2649	-	-	glucokinase	2943887	2944954	OR1
+	580	384437878	slr0615	SYNGTS_2650	-	-	ABC transporter	2945161	2946903	OF902
+	418	384437879	slr0616	SYNGTS_2651	-	-	hypothetical protein	2947380	2948636	OF903
+	78	384437880	ssr1038	SYNGTS_2652	-	-	hypothetical protein	2948924	2949160	OF904
+	451	384437881	slr0617	SYNGTS_2653	-	-	hypothetical protein	2949916	2951271	OF905
-	564	384437882	sll0590	SYNGTS_2654	-	-	hypothetical protein	2951378	2953072	OR1
+	498	384437883	cobQ	SYNGTS_2655	-	-	cobyric acid synthase	2953410	2954906	OF906
+	348	384437884	slr0619	SYNGTS_2656	-	-	hypothetical protein	2954924	2955970	OF906
+	79	384437885	ssr1041	SYNGTS_2657	-	-	hypothetical protein	2955942	2956181	OF906
-	153	384437886	sll0588	SYNGTS_2658	-	-	hypothetical protein	2956296	2956757	OR1
-	483	384437887	pykF	SYNGTS_2659	-	-	pyruvate kinase	2956853	2958304	OR1
-	408	384437888	sll0586	SYNGTS_2660	-	-	hypothetical protein	2958347	2959573	OR1
+	107	384437889	trxA	SYNGTS_2661	-	-	thioredoxin	2959937	2960260	OF906
-	342	384437890	sll0585	SYNGTS_2662	-	-	hypothetical protein	2960436	2961464	OR1
-	173	384437891	ycf36	SYNGTS_2663	-	-	hypothetical protein	2961523	2962044	OR1
+	371	384437892	slr0624	SYNGTS_2664	-	-	hypothetical protein	2962214	2963329	OF907
+	487	384437893	slr0625	SYNGTS_2665	-	-	hypothetical protein	2963387	2964850	OF908
-	127	384437894	aroH	SYNGTS_2666	-	-	chorismate mutase	2964971	2965354	OR1
+	398	384437895	slr0626	SYNGTS_2667	-	-	hypothetical protein	2965552	2966748	OF909
+	339	384437896	slr0099	SYNGTS_2668	-	-	transposase	2966986	2968005	OF910
-	507	384437897	amt1	SYNGTS_2669	-	-	ammonium/methylammonium permease	2968494	2970017	OR1
-	206	384437898	eda	SYNGTS_2670	-	-	2-dehydro-3-deoxyphosphogluconate aldolase	2970292	2970912	OR1
+	335	384437899	slr0103	SYNGTS_2671	-	-	hypothetical protein	2971032	2972039	OF911
+	811	384437900	slr0104	SYNGTS_2672	-	-	hypothetical protein	2972085	2974520	OF911
-	420	384437901	sll0103	SYNGTS_2673	-	-	hypothetical protein	2974558	2975820	OR1
-	358	384437902	sll0102	SYNGTS_2674	-	-	hypothetical protein	2975903	2976979	OR1
+	462	384437903	slr0105	SYNGTS_2675	-	-	hypothetical protein	2977325	2978713	OF911
+	234	384437904	slr0106	SYNGTS_2676	-	-	hypothetical protein	2978713	2979417	OF911
-	102	384437905	sll0101	SYNGTS_2677	-	-	hypothetical protein	2979476	2979784	OR1
-	393	384437906	ama	SYNGTS_2678	-	-	N-acyl-L-amino acid amidohydrolase	2979826	2981007	OR1
-	425	384437907	cbiE	SYNGTS_2679	-	-	precorrin-6y C5,15-methyltransferase (decarboxylating)	2981106	2982383	OR1
-	350	384437908	sll0098	SYNGTS_2680	-	-	hypothetical protein	2982512	2983564	OR1
+	418	384437909	slr0108	SYNGTS_2681	-	-	hypothetical protein	2983802	2985058	OF911
+	318	384437910	slr0109	SYNGTS_2682	-	-	hypothetical protein	2985055	2986011	OF911
-	448	384437911	sll0096	SYNGTS_2683	-	-	hypothetical protein	2986080	2987426	OR1
-	567	384437912	sll0095	SYNGTS_2684	-	-	hypothetical protein	2987624	2989327	OR1
-	457	384437913	sll0094	SYNGTS_2685	-	-	sensory transduction histidine kinase Hik37	2989342	2990715	OR1
+	211	384437914	slr0110	SYNGTS_2686	-	-	hypothetical protein	2990872	2991507	OF911
+	173	384437915	slr0111	SYNGTS_2687	-	-	hypothetical protein	2991619	2992140	OF912
+	185	384437916	slr0112	SYNGTS_2688	-	-	hypothetical protein	2992322	2992879	OF913
+	510	384437917	slr0114	SYNGTS_2689	-	-	hypothetical protein	2993002	2994534	OF914
+	241	384437918	rpaA	SYNGTS_2690	-	-	OmpR subfamily protein RpaA/Ycf27/Crr31/Rre31	2994725	2995450	OF915
+	248	384437919	slr0116	SYNGTS_2691	-	-	hypothetical protein	2995512	2996258	OF916
-	89	384437920	ssl0172	SYNGTS_2692	-	-	transposase	2996628	2996897	OR1
-	228	384437921	sll0092	SYNGTS_2693	-	-	transposase	2997056	2997742	OR1
+	459	384437922	thiC	SYNGTS_2694	-	-	thiamine biosynthesis protein ThiC	2997998	2999377	OF917
+	318	384437923	rbn	SYNGTS_2695	-	-	ribonuclease BN	2999603	3000559	OF918
+	240	384437924	slr0120	SYNGTS_2696	-	-	hypothetical protein	3000892	3001614	OF919
+	495	384437925	slr0121	SYNGTS_2697	-	-	hypothetical protein	3001783	3003270	OF920
-	728	384437926	ppk	SYNGTS_2698	-	-	polyphosphate kinase	3003271	3005457	OR1
-	97	384437927	minE	SYNGTS_2699	-	-	septum site-determining protein MinE	3006097	3006390	OR1
-	266	384437928	minD	SYNGTS_2700	-	-	septum site-determining protein MinD	3006448	3007248	OR1
-	247	384437929	minC	SYNGTS_2701	-	-	septum site-determining protein MinC	3007325	3008068	OR1
+	210	384437930	fraH	SYNGTS_2702	-	-	heterocyst-to-vegetative cell connection protein	3008280	3008912	OF921
+	235	384437931	slr0299	SYNGTS_2703	-	-	hypothetical protein	3008974	3009681	OF922
+	194	384437932	slr0300	SYNGTS_2704	-	-	hypothetical protein	3009657	3010241	OF922
+	818	384437933	ppsA	SYNGTS_2705	-	-	phosphoenolpyruvate synthase	3010489	3012945	OF922
+	768	384437934	slr0302	SYNGTS_2706	-	-	protein PleD	3013207	3015513	OF923
+	322	384437935	slr0303	SYNGTS_2707	-	-	hypothetical protein	3016000	3016968	OF924
+	336	384437936	slr0304	SYNGTS_2708	-	-	hypothetical protein	3017021	3018031	OF925
+	209	384437937	slr0305	SYNGTS_2709	-	-	hypothetical protein	3018078	3018707	OF925
+	506	384437938	slr0306	SYNGTS_2710	-	-	hypothetical protein	3019118	3020638	OF925
-	171	384437939	sll0286	SYNGTS_2711	-	-	hypothetical protein	3020710	3021225	OR1
-	579	384437940	sll0284	SYNGTS_2712	-	-	hypothetical protein	3021349	3023088	OR1
-	412	384437941	sll0283	SYNGTS_2713	-	-	hypothetical protein	3023325	3024563	OR1
+	461	384437942	slr0309	SYNGTS_2714	-	-	P-methylase	3025089	3026474	OF926
-	326	384437943	sll0282	SYNGTS_2715	-	-	hypothetical protein	3027318	3028298	OR1
-	390	384437944	sll0281	SYNGTS_2716	-	-	hypothetical protein	3028300	3029472	OR1
-	367	384437945	sll0280	SYNGTS_2717	-	-	hypothetical protein	3029542	3030645	OR1
+	759	384437946	slr0311	SYNGTS_2718	-	-	sensory transduction histidine kinase Hik29	3031313	3033592	OF927
+	209	384437947	slr0312	SYNGTS_2719	-	-	NarL subfamily protein Rre32	3033600	3034229	OF927
+	185	384437948	slr0313	SYNGTS_2720	-	-	hypothetical protein	3034451	3035008	OF927
+	276	384437949	slr0314	SYNGTS_2721	-	-	bromoperoxidase	3035051	3035881	OF927
+	244	384437950	slr0315	SYNGTS_2722	-	-	hypothetical protein	3036127	3036861	OF927
+	263	384437951	slr0316	SYNGTS_2723	-	-	hypothetical protein	3037192	3037983	OF928
+	287	384437952	slr0317	SYNGTS_2724	-	-	hypothetical protein	3038675	3039538	OF929
+	203	384437953	slr0318	SYNGTS_2725	-	-	hypothetical protein	3039621	3040232	OF930
+	304	384437954	blaOXA-3	SYNGTS_2726	-	-	beta-lactamase	3040311	3041225	OF931
-	65	384437955	ssl0511	SYNGTS_2727	-	-	hypothetical protein	3041304	3041501	OR1
+	274	384437956	map	SYNGTS_2728	-	-	methionine aminopeptidase	3041606	3042430	OF932
-	132	384437957	sll0800	SYNGTS_2729	-	-	hypothetical protein	3042345	3042743	OR1
+	339	384437958	slr0787	SYNGTS_2730	-	-	hypothetical protein	3043650	3044669	OF933
+	462	384437959	slr0788	SYNGTS_2731	-	-	pre-B cell enhancing factor	3044694	3046082	OF933
+	185	384437960	slr0789	SYNGTS_2732	-	-	hypothetical protein	3046531	3047088	OF933
+	116	384437961	umuC	SYNGTS_2733	-	-	UmuC protein	3047102	3047452	OF933
-	454	384437962	sll0798	SYNGTS_2734	-	-	sensory transduction histidine kinase NrsS/RppB/Hik30	3047719	3049083	OR1
-	234	384437963	sll0797	SYNGTS_2735	-	-	OmpR subfamily protein NrsR/RppA/Rre33	3049080	3049784	OR1
+	215	384437964	slr0793	SYNGTS_2736	-	-	hypothetical protein	3049903	3050550	OF933
+	1054	384437965	slr0794	SYNGTS_2737	-	-	cation or drug efflux system protein	3050589	3053753	OF933
+	275	384437966	slr0795	SYNGTS_2738	-	-	hypothetical protein	3053689	3054516	OF933
+	445	384437967	nreB	SYNGTS_2739	-	-	nickel resistance protein	3054631	3055968	OF933
-	370	384437968	corR	SYNGTS_2740	-	-	cobalt-dependent transcriptional regulator	3056034	3057146	OR1
+	642	384437969	slr0797	SYNGTS_2741	-	-	cation-transporting ATPase E1-E2 ATPase	3057228	3059156	OF934
-	108	384437970	sll0793	SYNGTS_2742	-	-	hypothetical protein	3059286	3059612	OR1
-	132	384437971	smtB	SYNGTS_2743	-	-	transcriptional repressor SmtB	3059624	3060022	OR1
+	721	384437972	ziaA	SYNGTS_2744	-	-	zinc-transporting P-type ATPase	3060174	3062339	OF935
-	458	384437973	sll0790	SYNGTS_2745	-	-	sensory transduction histidine kinase Hik31	3062366	3063742	OR1
-	232	384437974	sll0789	SYNGTS_2746	-	-	OmpR subfamily protein Rre34/CopR	3063729	3064427	OR1
-	196	384437975	sll0788	SYNGTS_2747	-	-	hypothetical protein	3064434	3065024	OR1
+	107	384437976	slr0799	SYNGTS_2748	-	-	transposase	3065246	3065569	OF936
+	142	384437977	slr0800	SYNGTS_2749	-	-	transposase	3065566	3065994	OF936
-	96	384437978	ssl1464	SYNGTS_2750	-	-	hypothetical protein	3066175	3066465	OR1
-	322	384437979	sll0787	SYNGTS_2751	-	-	hypothetical protein	3066469	3067437	OR1
-	192	384437980	sll0786	SYNGTS_2752	-	-	hypothetical protein	3067447	3068025	OR1
-	362	384437981	sll0785	SYNGTS_2753	-	-	hypothetical protein	3067979	3069067	OR1
-	341	384437982	merR	SYNGTS_2754	-	-	nitrilase	3069098	3070123	OR1
-	160	384437983	sll0783	SYNGTS_2755	-	-	hypothetical protein	3070276	3070758	OR1
+	416	384437984	slr0801	SYNGTS_2756	-	-	hypothetical protein	3071223	3072473	OF936
-	369	384437985	sll0782	SYNGTS_2757	-	-	protein kinase	3072446	3073555	OR1
-	155	384437986	sll0781	SYNGTS_2758	-	-	hypothetical protein	3073927	3074394	OR1
-	100	384437987	sll0780	SYNGTS_2759	-	-	hypothetical protein	3074363	3074665	OR1
-	884	384437988	sll0779	SYNGTS_2760	-	-	protein PleD	3074713	3077367	OR1
-	790	384437989	sll0778	SYNGTS_2761	-	-	ABC transporter	3077655	3080027	OR1
-	305	384437990	sll0777	SYNGTS_2762	-	-	hypothetical protein	3080081	3080998	OR1
-	505	384437991	pknA	SYNGTS_2763	-	-	eukaryotic protein kinase	3080968	3082485	OR1
-	125	384437992	sll0775	SYNGTS_2764	-	-	hypothetical protein	3082563	3082940	OR1
+	54	384437993	ssr1169	SYNGTS_2765	-	-	hypothetical protein	3083238	3083402	OF937
+	1252	384437994	slr0697	SYNGTS_2766	-	-	hypothetical protein	3083494	3087252	OF938
+	154	384437995	slr0698	SYNGTS_2767	-	-	hypothetical protein	3087236	3087700	OF938
+	140	384437996	slr0699	SYNGTS_2768	-	-	hypothetical protein	3087910	3088332	OF938
+	452	384437997	slr0700	SYNGTS_2769	-	-	hypothetical protein	3088473	3089831	OF939
+	137	384437998	merR	SYNGTS_2770	-	-	mercuric resistance operon regulatory protein MerR	3090061	3090474	OF940
+	417	384437999	slr0702	SYNGTS_2771	-	-	hypothetical protein	3090581	3091834	OF941
-	145	384438000	sll0678	SYNGTS_2772	-	-	hypothetical protein	3092225	3092662	OR1
-	261	384438001	sll0677	SYNGTS_2773	-	-	transposase	3092725	3093510	OR1
-	65	384438002	ssl1277	SYNGTS_2774	-	-	transposase	3093590	3093787	OR1
-	180	384438003	sll0676	SYNGTS_2775	-	-	hypothetical protein	3093861	3094403	OR1
+	94	384438004	ssr1175	SYNGTS_2776	-	-	transposase	3094865	3095149	OF942
+	261	384438005	slr0703	SYNGTS_2777	-	-	transposase	3095205	3095990	OF943
+	34	384438006	smr0002	SYNGTS_2778	-	-	transposase	3096092	3096196	OF944
+	282	384438007	slr0704	SYNGTS_2779	-	-	transposase	3096253	3097101	OF945
+	97	384438008	ssr1176	SYNGTS_2780	-	-	transposase	3097242	3097535	OF946
-	945	384438009	sll0672	SYNGTS_2781	-	-	cation-transporting ATPase E1-E2 ATPase	3097546	3100383	OR1
-	380	384438010	sll0671	SYNGTS_2782	-	-	magnesium/cobalt transport protein	3100637	3101779	OR1
-	169	384438011	sll0670	SYNGTS_2783	-	-	hypothetical protein	3101887	3102396	OR1
-	106	384438012	sll0669	SYNGTS_2784	-	-	hypothetical protein	3102601	3102921	OR1
+	986	384438013	polA	SYNGTS_2785	-	-	DNA polymerase I	3102959	3105919	OF947
+	402	384438014	slr0708	SYNGTS_2786	-	-	hypothetical protein	3106102	3107310	OF948
-	126	384438015	sll0668	SYNGTS_2787	-	-	transposase	3107460	3107840	OR1
-	219	384438016	sll0667	SYNGTS_2788	-	-	transposase	3107853	3108512	OR1
-	139	384438017	sll0666	SYNGTS_2789	-	-	transposase	3108550	3108969	OR1
-	114	384438018	sll0665	SYNGTS_2790	-	-	transposase	3109033	3109377	OR1
-	306	384438019	sll0664	SYNGTS_2791	-	-	hypothetical protein	3109727	3110647	OR1
+	130	384438020	slr0709	SYNGTS_2792	-	-	hypothetical protein	3110813	3111205	OF949
+	428	384438021	gdhA	SYNGTS_2793	-	-	glutamate dehydrogenase	3111334	3112620	OF950
+	137	384438022	slr0711	SYNGTS_2794	-	-	hypothetical protein	3112691	3113104	OF951
+	322	384438023	slr0712	SYNGTS_2795	-	-	hypothetical protein	3113296	3114264	OF952
-	133	384438024	sll0662	SYNGTS_2796	-	-	bacterial type ferredoxin family protein	3114389	3114790	OR1
-	128	384438025	ycf35	SYNGTS_2797	-	-	hypothetical protein	3114790	3115176	OR1
-	80	384438026	ssl1263	SYNGTS_2798	-	-	hypothetical protein	3115257	3115499	OR1
-	349	384438027	pdxA	SYNGTS_2799	-	-	pyridoxal phosphate biosynthetic protein PdxA	3115859	3116908	OR1
+	36	384438028	petM	SYNGTS_2800	-	-	cytochrome b6-f complex subunit PetM	3117009	3117119	OF953
+	374	384438029	tgt	SYNGTS_2801	-	-	transfer RNA-guanine transglycosylase	3117208	3118332	OF954
-	522	384438030	sll0659	SYNGTS_2802	-	-	hypothetical protein	3118425	3119993	OR1
-	164	384438031	sll0658	SYNGTS_2803	-	-	hypothetical protein	3120010	3120504	OR1
-	89	384438032	ssl1255	SYNGTS_2804	-	-	hypothetical protein	3120501	3120770	OR1
-	365	384438033	mraY	SYNGTS_2805	-	-	phospho-N-acetylmuramoyl-pentapeptide-transferase	3120789	3121886	OR1
+	617	384438034	slr0765	SYNGTS_2806	-	-	hypothetical protein	3121999	3123852	OF955
-	384	384438035	pfkA	SYNGTS_2807	-	-	phosphofructokinase	3123862	3125016	OR1
-	343	384438036	sll0744	SYNGTS_2808	-	-	hypothetical protein	3125128	3126159	OR1
-	160	384438037	sll0743	SYNGTS_2809	-	-	hypothetical protein	3126181	3126663	OR1
-	149	384438038	sll0742	SYNGTS_2810	-	-	hypothetical protein	3126681	3127130	OR1
-	1199	384438039	nifJ	SYNGTS_2811	-	-	pyruvate oxidoreductase	3127204	3130803	OR1
-	235	384438040	sll0740	SYNGTS_2812	-	-	hypothetical protein	3131394	3132101	OR1
-	615	384438041	sll0739	SYNGTS_2813	-	-	ABC transporter	3132108	3133955	OR1
-	270	384438042	modA	SYNGTS_2814	-	-	molybdate-binding periplasmic protein	3134002	3134814	OR1
-	861	384438043	sll0737	SYNGTS_2815	-	-	hypothetical protein	3134836	3137421	OR1
-	312	384438044	sll0048	SYNGTS_2816	-	-	hypothetical protein	3137734	3138672	OR1
-	103	384438045	sll0047	SYNGTS_2817	-	-	hypothetical protein	3138862	3139173	OR1
+	123	384438046	slr0022	SYNGTS_2818	-	-	hypothetical protein	3139124	3139495	OF956
-	720	384438047	sps	SYNGTS_2819	-	-	sucrose phosphate synthase	3139530	3141692	OR1
+	204	384438048	slr0023	SYNGTS_2820	-	-	hypothetical protein	3141774	3142388	OF957
-	161	384438049	sll0044	SYNGTS_2821	-	-	hypothetical protein	3142513	3142998	OR1
-	1402	384438050	sll0043	SYNGTS_2822	-	-	CheA like protein Hik18	3143030	3147238	OR1
-	163	384438051	tar	SYNGTS_2823	-	-	methyl-accepting chemotaxis protein II	3147255	3147746	OR1
-	1000	384438052	pixJ1	SYNGTS_2824	-	-	phytochrome-like photoreceptor protein for positive phototaxis	3147792	3150794	OR1
-	182	384438053	sll0040	SYNGTS_2825	-	-	hypothetical protein	3151056	3151604	OR1
-	119	384438054	sll0039	SYNGTS_2826	-	-	CheY subfamily protein PixH/PisH/Rre35	3151772	3152131	OR1
-	402	384438055	sll0038	SYNGTS_2827	-	-	PatA subfamily protein PixG/PisG/TaxP1/Rer1/Rre36	3152269	3153477	OR1
+	584	384438056	slr0031	SYNGTS_2828	-	-	hypothetical protein	3153727	3155481	OF958
+	305	384438057	ilvE	SYNGTS_2829	-	-	branched-chain amino acid aminotransferase	3155577	3156494	OF959
+	104	384438058	slr0033	SYNGTS_2830	-	-	hypothetical protein	3156551	3156865	OF960
-	336	384438059	sll0037	SYNGTS_2831	-	-	hypothetical protein	3156923	3157933	OR1
-	433	384438060	sll0036	SYNGTS_2832	-	-	hypothetical protein	3158167	3159468	OR1
