Strand	Length	PID	Gene	Synonym	Code	COG	Product	Pos_Start	Pos_End	Predicted_Operon
+	207	15790252	flaA1b	VNG1181G	-	COG1681N	flagellin A1	889903	890526	OF235
+	162	15790253	-	VNG1182H	-	COG3467R	hypothetical protein	890603	891091	OF235
-	401	16554488	nirJ	VNG1184Gm	-	COG0535R	Fe-S oxidoreductase	891125	892330	OR1
-	83	15790255	-	VNG1183H	-	COG3460Q	hypothetical protein	892327	892578	OR1
+	356	15790256	pqqE	VNG1185G	-	COG0535R	coenzyme PQQ synthesis protein	892721	893791	OF236
+	379	15790257	pan1	VNG1187G	-	COG2132Q	hypothetical protein	893923	895062	OF237
+	205	15790258	hcpD	VNG1188G	-	COG3794C	halocyanin-like protein	895069	895686	OF237
-	132	15790259	-	VNG1189H	-	-	hypothetical protein	895707	896105	OR1
-	200	15790260	sod1	VNG1190G	-	COG0605P	superoxide dismutase	896255	896857	OR1
+	381	16554489	ACD3	VNG1191Gm	-	COG1960I	acyl-CoA dehydrogenase	896996	898141	OF237
-	414	15790262	-	VNG1193C	-	COG0642T	hypothetical protein	898154	899398	OR1
-	69	15790263	-	VNG1194H	-	-	hypothetical protein	899522	899731	OR1
-	36	15790264	-	VNG1196H	-	-	hypothetical protein	899768	899878	OR1
-	154	15790265	bcp	VNG1197G	-	COG1225O	hypothetical protein	900160	900624	OR1
-	458	15790266	-	VNG1198C	-	COG0644C	hypothetical protein	900703	902079	OR1
+	68	15790267	-	VNG1200H	-	-	hypothetical protein	902216	902422	OF238
-	211	15790268	fucA	VNG1201G	-	COG0235G	fuculose-1-phosphate aldolase	902438	903073	OR1
-	232	15790269	-	VNG1202C	-	COG1011R	hypothetical protein	903076	903774	OR1
-	416	15790270	gdhA2	VNG1204G	-	COG0334E	hypothetical protein	903818	905068	OR1
-	431	15790271	-	VNG1205C	-	COG0402FR	N-ethylammeline chlorohydrolase	905173	906468	OR1
-	210	15790272	-	VNG1207C	-	COG3413R	hypothetical protein	907027	907659	OR1
+	588	15790273	hutU	VNG1208G	-	COG2987E	urocanate hydratase	907743	909509	OF239
+	306	15790274	hutG	VNG1209G	-	COG0010E	formiminoglutamate hydrolase	909509	910429	OF239
+	417	15790275	hutI	VNG1211G	-	COG1228Q	imidazolonepropionase	910426	911679	OF239
+	518	16554490	hutH	VNG1212Gm	-	COG2986E	histidine ammonia-lyase	911697	913253	OF239
+	326	15790277	-	VNG1213C	-	COG3359L	hypothetical protein	913341	914321	OF239
+	376	15790278	-	VNG1214H	-	-	hypothetical protein	914979	916109	OF240
-	160	15790279	pai1	VNG1215G	-	COG0456R	sporulation regulator-like protein	916393	916875	OR1
-	398	15790280	pgk	VNG1216G	-	COG0126G	phosphoglycerate kinase	916872	918068	OR1
-	238	15790281	-	VNG1218C	-	COG0517R	hypothetical protein	918171	918887	OR1
+	248	15790282	urk	VNG1219G	-	COG0572F	uridine kinase	918850	919596	OF241
-	107	15790283	-	VNG1220H	-	-	hypothetical protein	919654	919977	OR1
+	397	15790284	orc8	VNG1224G	-	COG1474LO	orc / cell division control protein 6	920669	921862	OF242
-	253	15790285	-	VNG1227H	-	-	hypothetical protein	922015	922776	OR1
+	66	15790286	-	VNG1226H	-	-	hypothetical protein	922865	923065	OF243
-	210	15790287	-	VNG1228C	-	COG1573L	hypothetical protein	923079	923711	OR1
+	68	15790288	-	VNG1229H	-	-	hypothetical protein	923886	924092	OF244
-	394	15790289	aroC	VNG1230G	-	COG0082E	chorismate synthase	924127	925311	OR1
-	439	15790290	psc	VNG1232G	-	COG0128E	3-phosphoshikimate 1-carboxyvinyltransferase	925560	926879	OR1
+	391	15790291	pepQ2	VNG1233G	-	COG0006E	X-pro aminopeptidase-like protein	926974	928149	OF245
-	456	15790292	-	VNG1234C	-	COG0642T	hypothetical protein	928165	929535	OR1
+	245	15790293	-	VNG1235C	-	COG0287E	hypothetical protein	929643	930380	OF246
+	463	15790294	-	VNG1236C	-	-	hypothetical protein	930370	931761	OF246
+	160	15790295	-	VNG1237C	-	COG1522K	hypothetical protein	931821	932303	OF246
-	39	15790296	-	VNG1239H	-	-	hypothetical protein	932347	932466	OR1
+	73	15790297	-	VNG1238C	-	COG0569P	hypothetical protein	932654	932875	OF247
+	728	15790298	yhdG	VNG1240G	-	COG0531E	amino acid transporter	932862	935048	OF247
+	258	15790299	surE	VNG1241G	-	COG0496R	hypothetical protein	935124	935900	OF247
-	88	15790300	-	VNG1244C	-	COG1605E	hypothetical protein	936143	936409	OR1
-	284	15790301	-	VNG1245C	-	COG1685EH	shikimate kinase	936406	937260	OR1
+	142	15790302	-	VNG1246H	-	-	hypothetical protein	937348	937776	OF248
-	219	15790303	ybhF	VNG1247G	-	COG1131V	ABC-type transport protein	937934	938593	OR1
-	356	15790304	-	VNG1249C	-	-	hypothetical protein	938596	939666	OR1
-	363	15790305	-	VNG1250H	-	-	hypothetical protein	939667	940758	OR1
-	946	15790306	helA	VNG1251G	-	COG1201R	ATP-dependent helicase	940842	943682	OR1
-	247	15790307	yhcR	VNG1252G	-	COG1407R	phosphoesterase	943743	944486	OR1
-	465	15790308	-	VNG1253C	-	COG3390S	hypothetical protein	944486	945883	OR1
-	460	15790309	-	VNG1255C	-	COG1599L	replication factor A	945880	947262	OR1
+	220	15790310	ribG	VNG1256G	-	COG1985H	5-amino-6-(5-phosphoribosylamino)uracil reductase	947257	947919	OF249
-	94	15790311	-	VNG1257H	-	-	hypothetical protein	947927	948211	OR1
-	362	15790312	trxB2	VNG1259G	-	COG0492O	hypothetical protein	948260	949348	OR1
+	94	15790313	-	VNG1260C	-	COG1849S	hypothetical protein	949462	949746	OF250
+	60	15790314	-	VNG1261H	-	-	hypothetical protein	949891	950073	OF251
-	132	15790315	eif2b	VNG1262G	-	COG1601J	translation initiation factor IF-2 subunit beta	950078	950476	OR1
+	80	15790316	-	VNG1263C	-	COG1745R	hypothetical protein	950618	950860	OF252
-	127	15790317	-	VNG1264C	-	COG1885S	hypothetical protein	950936	951319	OR1
+	301	15790318	ogg	VNG1266G	-	COG0122L	8-oxoguanine DNA glycosylase	951404	952309	OF253
+	297	15790319	-	VNG1268H	-	-	hypothetical protein	952374	953267	OF254
-	266	15790320	-	VNG1270H	-	-	hypothetical protein	953515	954315	OR1
+	169	15790321	-	VNG1271H	-	-	hypothetical protein	954746	955255	OF255
+	472	15790322	-	VNG1272C	-	COG0063G	hypothetical protein	955464	956882	OF256
+	163	15790323	moaC	VNG1273G	-	COG0315H	molybdenum cofactor biosynthesis protein MoaC	956875	957366	OF256
-	435	16554491	hflX2	VNG1275Gm	-	COG2262R	GTPase	957376	958683	OR1
-	241	15790325	-	VNG1276C	-	COG1500J	RNA-associated protein	958732	959457	OR1
-	164	15790326	-	VNG1279H	-	COG1369J	hypothetical protein	959518	960012	OR1
-	200	15790327	-	VNG1280C	-	COG2226H	hypothetical protein	960009	960611	OR1
-	126	15790328	-	VNG1281H	-	COG1603J	hypothetical protein	960595	960975	OR1
-	222	15790329	trkA5	VNG1282G	-	COG0569P	TRK potassium uptake system protein	961406	962074	OR1
-	66	15790330	-	VNG1283H	-	-	hypothetical protein	962119	962319	OR1
-	537	15790331	trkH1	VNG1284G	-	COG0168P	TRK potassium uptake system protein	962319	963932	OR1
-	253	15790332	trh2	VNG1285G	-	COG1522K	transcription regulator	964009	964770	OR1
-	140	15790333	-	VNG1287C	-	COG1325J	hypothetical protein	964835	965257	OR1
-	71	15790334	-	VNG1289H	-	-	hypothetical protein	965294	965509	OR1
-	275	15790335	-	VNG1291H	-	-	hypothetical protein	965562	966389	OR1
-	37	15790336	-	VNG1292H	-	-	hypothetical protein	966430	966543	OR1
-	303	15790337	slyD	VNG1294G	-	COG1047O	peptidyl-prolyl cis-trans isomerase	966623	967534	OR1
-	63	15790338	-	VNG1295H	-	-	hypothetical protein	967595	967786	OR1
+	203	15790339	-	VNG1296C	-	COG1437F	hypothetical protein	967899	968510	OF256
+	408	15790340	-	VNG1297C	-	COG1812E	S-adenosylmethionine synthetase	968577	969803	OF257
+	392	15790341	-	VNG1299C	-	COG0301H	hypothetical protein	969880	971058	OF258
+	80	15790342	-	VNG1300H	-	-	hypothetical protein	971265	971507	OF259
-	327	15790343	cysK	VNG1301G	-	COG0031E	hypothetical protein	971521	972504	OR1
+	116	15790344	-	VNG1302H	-	COG0526OC	hypothetical protein	972633	972983	OF260
-	742	15790345	-	VNG1303C	-	COG1331O	hypothetical protein	972973	975201	OR1
+	430	15790346	purD	VNG1305G	-	COG0151F	hypothetical protein	975273	976565	OF261
-	615	15790347	sdhA	VNG1306G	-	COG1053C	hypothetical protein	976559	978406	OR1
-	292	15790348	sdhB	VNG1308G	-	COG0479C	hypothetical protein	978413	979291	OR1
-	120	15790349	sdhD	VNG1309G	-	COG2142C	hypothetical protein	979298	979660	OR1
-	140	15790350	sdhC	VNG1310G	-	COG2009C	hypothetical protein	979662	980084	OR1
-	191	15790351	alkA	VNG1311G	-	COG0122L	3-methyladenine DNA glycosylase	980201	980776	OR1
+	659	15790352	hbd2	VNG1313G	-	COG1250I	3-hydroxyacyl-CoA dehydrogenase	980918	982897	OF262
+	73	15790353	-	VNG1314H	-	-	hypothetical protein	983197	983418	OF263
+	164	15790354	-	VNG1315H	-	-	hypothetical protein	983324	983818	OF263
-	65	15790355	-	VNG1317H	-	-	hypothetical protein	983914	984111	OR1
+	113	15790356	-	VNG1318H	-	-	hypothetical protein	984228	984569	OF263
-	561	15790357	-	VNG1319H	-	-	hypothetical protein	984584	986269	OR1
+	385	15790358	cbp	VNG1320G	-	-	calcium-binding protein	986348	987505	OF264
+	815	15790359	-	VNG1323C	-	-	hypothetical protein	987502	989949	OF264
-	144	15790360	-	VNG1324C	-	COG2246S	hypothetical protein	989961	990395	OR1
-	266	15790361	-	VNG1325C	-	COG1351F	hypothetical protein	990944	991744	OR1
+	122	15790362	-	VNG1326H	-	COG2140GR	hypothetical protein	991743	992111	OF264
+	192	15790363	fprA	VNG1327G	-	COG0491R	flavoprotein	992165	992743	OF265
-	89	15790364	-	VNG1329H	-	-	hypothetical protein	992751	993020	OR1
+	158	15790365	-	VNG1330H	-	-	hypothetical protein	993093	993569	OF266
-	200	15790366	sod2	VNG1332G	-	COG0605P	superoxide dismutase	993598	994200	OR1
-	489	15790367	phr2	VNG1335G	-	COG0415L	photolyase/cryptochrome	994265	995734	OR1
-	151	15790368	-	VNG1336C	-	COG2050Q	hypothetical protein	995751	996206	OR1
+	452	15790369	-	VNG1337C	-	COG3119P	hypothetical protein	996308	997666	OF267
+	521	15790370	-	VNG1339C	-	COG0318IQ	hypothetical protein	997742	999307	OF268
-	301	15790371	-	VNG1340C	-	COG0491R	hypothetical protein	999323	1000228	OR1
+	255	15790372	fabG	VNG1341G	-	COG1028IQR	3-oxoacyl-ACP reductase	1000227	1000994	OF269
+	338	16554492	-	VNG1342Gm	-	COG2141C	flavin-dependent oxidoreductase	1000991	1002007	OF269
-	225	15790374	-	VNG1343C	-	COG1634R	hypothetical protein	1002024	1002701	OR1
-	381	15790375	dchpS	VNG1344G	-	COG0294H	DchpS	1002833	1003978	OR1
+	189	15790376	-	VNG1345H	-	-	hypothetical protein	1004042	1004611	OF269
+	253	15790377	-	VNG1347C	-	COG0565J	hypothetical protein	1004568	1005329	OF269
-	153	16554493	-	VNG1349Cm	-	COG2030I	acyl dehydratase	1005333	1005794	OR1
-	313	15790379	-	VNG1350C	-	COG0697GER	hypothetical protein	1005848	1006789	OR1
+	161	15790380	trh6	VNG1351G	-	COG1522K	transcription regulator	1006932	1007417	OF269
-	622	15790381	gatB1	VNG1352G	-	COG2511J	glutamyl-tRNA(Gln) amidotransferase subunit E	1007425	1009293	OR1
-	514	15790382	-	VNG1353C	-	COG3428S	hypothetical protein	1009330	1010874	OR1
-	159	15790383	-	VNG1355H	-	COG3402S	hypothetical protein	1010871	1011350	OR1
-	470	15790384	fumC	VNG1356G	-	COG0114C	fumarate hydratase	1011395	1012807	OR1
-	82	15790385	-	VNG1357C	-	COG0271T	hypothetical protein	1013011	1013259	OR1
-	327	15790386	rad2	VNG1359G	-	COG0258L	flap endonuclease-1	1013308	1014291	OR1
-	164	15790387	-	VNG1360H	-	-	hypothetical protein	1014340	1014834	OR1
+	133	15790388	-	VNG1362H	-	-	hypothetical protein	1015011	1015412	OF270
+	328	15790389	ocd2	VNG1364G	-	COG2423E	ornithine cyclodeaminase	1015496	1016482	OF271
-	318	15790390	-	VNG1365C	-	COG3389S	hypothetical protein	1016483	1017439	OR1
-	75	15790391	-	VNG1366H	-	COG3277J	H/ACA RNA-protein complex component Gar1	1017495	1017722	OR1
-	92	15790392	srp19	VNG1367G	-	COG1400U	signal recognition particle	1017722	1018000	OR1
-	369	15790393	btuF	VNG1369G	-	COG0614P	corrinoid ABC transporter substrate-binding protein	1018040	1019149	OR1
+	369	15790394	btuC	VNG1370G	-	COG0609P	corrinoid ABC transporter permease	1019209	1020318	OF272
+	398	16554494	btuD	VNG1371Gm	-	COG1120PH	corrinoid ABC transporter ATPase	1020315	1021511	OF272
+	476	15790396	-	VNG1372C	-	COG3975R	hypothetical protein	1021561	1022991	OF272
+	606	15790397	kinA1	VNG1374G	-	COG0642T	signal-transducing histidine kinase-like protein	1023071	1024891	OF272
+	444	15790398	-	VNG1375C	-	COG0642T	hypothetical protein	1025206	1026540	OF273
-	54	15790399	-	VNG1376H	-	-	hypothetical protein	1026595	1026759	OR1
-	149	15790400	asnC	VNG1377G	-	COG1522K	transcription regulator	1026961	1027410	OR1
-	266	15790401	suhB	VNG1379G	-	COG0483G	hypothetical protein	1027447	1028247	OR1
+	216	15790402	-	VNG1380H	-	-	hypothetical protein	1028559	1029209	OF274
+	157	15790403	-	VNG1381H	-	-	hypothetical protein	1029784	1030257	OF275
+	144	15790404	-	VNG1382H	-	-	hypothetical protein	1030300	1030734	OF275
+	800	15790405	rad3a	VNG1383G	-	COG1199KL	helicase	1030786	1033188	OF275
+	63	15790406	-	VNG1384H	-	-	hypothetical protein	1033228	1033419	OF275
+	172	15790407	yvoF	VNG1385G	-	COG0110R	acetyltransferase-like protein	1033416	1033934	OF275
-	192	15790408	-	VNG1387H	-	-	hypothetical protein	1033931	1034509	OR1
-	259	15790409	-	VNG1388H	-	COG3264M	hypothetical protein	1034506	1035285	OR1
-	270	15790410	-	VNG1389C	-	COG1624S	hypothetical protein	1035287	1036099	OR1
+	103	15790411	-	VNG1390H	-	COG1405K	hypothetical protein	1036408	1036719	OF275
-	162	16554495	-	VNG1390a	-	COG1019R	phosphopantetheine adenylyltransferase	1036721	1037209	OR1
-	165	15790412	-	VNG1394H	-	COG3355K	hypothetical protein	1037249	1037746	OR1
-	481	15790413	htr9	VNG1395G	-	COG0840NT	Htr9	1037808	1039253	OR1
-	360	15790414	-	VNG1397C	-	COG2170S	carboxylate-amine ligase	1039323	1040405	OR1
-	147	15790415	-	VNG1398C	-	COG2153R	hypothetical protein	1040466	1040909	OR1
-	160	15790416	-	VNG1402H	-	COG1547S	hypothetical protein	1040976	1041458	OR1
-	148	15790417	-	VNG1401C	-	COG1860S	hypothetical protein	1041502	1041948	OR1
-	131	15790418	-	VNG1403H	-	-	hypothetical protein	1041974	1042369	OR1
-	124	15790419	-	VNG1405C	-	COG1733K	hypothetical protein	1042533	1042907	OR1
+	133	15790420	trh1	VNG1404G	-	COG0229O	transcription regulator	1043067	1043468	OF276
+	524	16554496	-	VNG1406Gm	-	COG1061KL	helicase	1043980	1045554	OF277
+	132	15790422	-	VNG1407C	-	COG0824R	hypothetical protein	1045627	1046025	OF278
-	682	15790423	ush	VNG1408G	-	COG0737F	UDP-sugar hydrolase	1046073	1048121	OR1
+	380	15790424	-	VNG1409C	-	COG1967S	hypothetical protein	1048271	1049413	OF279
-	336	15790425	-	VNG1410H	-	COG1944S	hypothetical protein	1049424	1050434	OR1
-	288	15790426	-	VNG1412H	-	-	hypothetical protein	1051252	1052118	OR1
-	529	15790427	-	VNG1413H	-	-	hypothetical protein	1052148	1053737	OR1
+	424	15790428	glyA	VNG1414G	-	COG0112E	serine hydroxymethyltransferase	1053950	1055224	OF280
+	297	15790429	folD	VNG1416G	-	COG0190H	bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase	1055397	1056290	OF281
-	265	15790430	-	VNG1417H	-	-	hypothetical protein	1056325	1057122	OR1
+	432	15790431	-	VNG1418C	-	COG0412Q	hypothetical protein	1057123	1058421	OF282
+	151	15790432	-	VNG1420H	-	-	hypothetical protein	1058589	1059044	OF283
+	303	15790433	-	VNG1422H	-	COG3342S	hypothetical protein	1059075	1059986	OF283
+	48	15790434	-	VNG1423H	-	-	hypothetical protein	1060045	1060191	OF283
-	98	15790435	-	VNG1425H	-	-	hypothetical protein	1060402	1060698	OR1
+	92	15790436	-	VNG1426H	-	COG1695K	hypothetical protein	1060839	1061117	OF284
+	80	15790437	-	VNG1427H	-	-	hypothetical protein	1061121	1061363	OF284
-	382	15790438	htlA	VNG1428G	-	COG0628R	HtlA	1061360	1062508	OR1
+	336	15790439	-	VNG1429C	-	COG0391S	2-phospho-L-lactate transferase	1062600	1063610	OF284
+	223	15790440	-	VNG1431C	-	COG0042J	hypothetical protein	1063672	1064343	OF285
+	330	15790441	dhs	VNG1432G	-	COG1899O	deoxyhypusine synthase	1064474	1065466	OF286
+	59	15790442	rps17E	VNG1433G	-	COG1383J	30S ribosomal protein S17	1065552	1065731	OF287
+	343	15790443	asd	VNG1435G	-	COG0136E	aspartate-semialdehyde dehydrogenase	1065778	1066809	OF287
-	234	15790444	serA2	VNG1437G	-	COG0111HE	hypothetical protein	1067076	1067780	OR1
+	83	15790445	-	VNG1438H	-	-	hypothetical protein	1068124	1068375	OF287
-	116	15790446	-	VNG1440H	-	-	hypothetical protein	1068714	1069064	OR1
-	420	15790447	htr12	VNG1442G	-	COG0840NT	Htr12	1069113	1070375	OR1
+	425	15790448	hisD	VNG1444G	-	COG0141E	histidinol dehydrogenase	1070493	1071770	OF288
-	77	15790449	-	VNG1446H	-	COG3360S	hypothetical protein	1071909	1072142	OR1
-	304	15790450	-	VNG1447H	-	-	hypothetical protein	1072166	1073080	OR1
-	79	15790451	-	VNG1448H	-	-	hypothetical protein	1073153	1073392	OR1
+	391	15790452	yfkN	VNG1450G	-	COG0737F	2',3'-cyclic-nucleotide 2'-phosphodiesterase	1073658	1074833	OF289
+	360	15790453	-	VNG1451C	-	COG1378K	hypothetical protein	1074878	1075960	OF289
-	288	15790454	eif2bd	VNG1452G	-	COG1184J	translation initiation factor eIF-2B subunit delta	1075969	1076835	OR1
+	159	15790455	-	VNG1453H	-	-	hypothetical protein	1076841	1077320	OF289
-	500	15790456	-	VNG1454C	-	COG1690S	hypothetical protein	1077321	1078823	OR1
-	348	15790457	-	VNG1455H	-	-	hypothetical protein	1078862	1079908	OR1
-	126	15790458	-	VNG1456H	-	COG1371S	hypothetical protein	1079946	1080326	OR1
+	237	15790459	-	VNG1457C	-	COG0456R	hypothetical protein	1080325	1081038	OF290
-	322	15790460	crtB1	VNG1458G	-	COG1562I	phytoene synthase	1081040	1082008	OR1
-	48	15790461	-	VNG1459H	-	-	hypothetical protein	1082119	1082265	OR1
-	70	15790462	-	VNG1461H	-	-	hypothetical protein	1082555	1082767	OR1
-	691	15790463	cdc48a	VNG1462G	-	COG0464O	cell division cycle protein	1082767	1084842	OR1
+	142	15790464	blp	VNG1463G	-	-	bacterio-opsin linked protein	1085033	1085461	OF291
-	674	15790465	bat	VNG1464G	-	COG3413R	bacterio-opsin activator	1085495	1087519	OR1
-	368	15790466	brp	VNG1465G	-	-	bacteriorhodopsin-like protein	1087516	1088622	OR1
+	44	15790467	-	VNG1466H	-	-	hypothetical protein	1088744	1088878	OF292
+	262	15790468	bop	VNG1467G	-	COG5524R	bacterio-opsin	1089122	1089910	OF293
+	89	15790469	-	VNG1468H	-	-	hypothetical protein	1089962	1090231	OF294
+	424	15790470	pri	VNG1470G	-	COG1467L	DNA primase small subunit	1090362	1091636	OF295
+	274	15790471	-	VNG1471C	-	COG1711S	hypothetical protein	1091633	1092457	OF295
-	759	15790472	cdc48b	VNG1472G	-	COG0464O	cell division cycle protein	1092551	1094830	OR1
-	82	15790473	-	VNG1473H	-	-	hypothetical protein	1094827	1095075	OR1
+	274	15790474	est	VNG1474G	-	COG0596R	carboxylesterase	1095190	1096014	OF295
+	551	15790475	-	VNG1475C	-	COG1361M	hypothetical protein	1096286	1097941	OF296
+	746	15790476	-	VNG1476C	-	COG1033R	hypothetical protein	1097962	1100202	OF296
-	274	15790477	panB	VNG1478G	-	COG0413H	3-methyl-2-oxobutanoate hydroxymethyltransferase	1100204	1101028	OR1
+	59	15790478	-	VNG1479H	-	-	hypothetical protein	1101172	1101351	OF296
-	127	15790479	-	VNG1480C	-	COG0546R	hypothetical protein	1101355	1101738	OR1
+	171	15790480	sat	VNG1481G	-	COG1045E	serine acetyltransferase	1102027	1102542	OF297
-	374	15790481	acd5	VNG1482G	-	COG1960I	acyl-CoA dehydrogenase	1102552	1103676	OR1
-	167	15790482	-	VNG1483C	-	COG1813K	hypothetical protein	1103741	1104244	OR1
+	422	15790483	-	VNG1484H	-	-	hypothetical protein	1104331	1105599	OF298
+	53	15790484	-	VNG1486H	-	-	hypothetical protein	1105679	1105840	OF299
+	152	15790485	-	VNG1487H	-	COG3467R	hypothetical protein	1105936	1106394	OF300
+	215	15790486	boa2	VNG1488G	-	COG3413R	bacterio-opsin activator-like protein	1106448	1107095	OF301
+	134	15790487	-	VNG1490H	-	COG1522K	hypothetical protein	1107155	1107559	OF302
+	189	15790488	-	VNG1492C	-	COG2322S	hypothetical protein	1107931	1108500	OF303
-	490	15790489	purF	VNG1493G	-	COG0034F	hypothetical protein	1108559	1110031	OR1
-	58	15790490	rpl37e	VNG1494G	-	COG2126J	50S ribosomal protein L37	1110237	1110413	OR1
-	69	15790491	snp	VNG1496G	-	COG1958K	snRNP-like protein	1110410	1110619	OR1
-	353	15790492	celM	VNG1498G	-	COG1363G	endoglucanase	1110649	1111710	OR1
+	317	15790493	-	VNG1497C	-	COG5282S	hypothetical protein	1112065	1113018	OF304
-	220	15790494	-	VNG1500H	-	-	hypothetical protein	1113019	1113681	OR1
+	821	15790495	hel	VNG1501G	-	COG1112L	DNA helicase	1113845	1116310	OF305
+	247	15790496	-	VNG1503C	-	COG1234R	hypothetical protein	1116360	1117103	OF305
-	489	15790497	htr10	VNG1505G	-	COG0840NT	Htr10	1117100	1118569	OR1
-	357	15790498	pelA	VNG1506G	-	COG1537R	cell division protein pelota	1118630	1119703	OR1
-	703	15790499	-	VNG1508C	-	COG1293K	hypothetical protein	1119763	1121874	OR1
-	549	15790500	-	VNG1510C	-	COG1243KB	hypothetical protein	1121952	1123601	OR1
-	684	15790501	-	VNG1511C	-	COG1107L	hypothetical protein	1123649	1125703	OR1
-	78	15790502	-	VNG1513H	-	-	hypothetical protein	1125749	1125985	OR1
-	202	15790503	-	VNG1514H	-	COG2881S	hypothetical protein	1126036	1126644	OR1
-	195	15790504	tdk	VNG1515G	-	COG1435F	thymidine kinase	1126648	1127235	OR1
+	146	15790505	-	VNG1518H	-	COG0589T	hypothetical protein	1127342	1127782	OF305
-	69	15790506	-	VNG1519H	-	-	hypothetical protein	1127799	1128008	OR1
-	312	15790507	mutY	VNG1520G	-	COG1194L	A/G specific adenine glycosylase, repair protein	1128085	1129023	OR1
+	643	15790508	htr8	VNG1523G	-	COG0840NT	Htr8	1129509	1131440	OF306
-	458	15790509	-	VNG1524C	-	COG0160E	hypothetical protein	1131444	1132820	OR1
-	548	15790510	-	VNG1525C	-	COG3174S	hypothetical protein	1132953	1134599	OR1
+	447	15790511	trp6	VNG1526G	-	COG0733R	daunorubicin resistance ABC transporter ATP-binding protein	1134520	1135863	OF307
+	477	15790512	nac	VNG1528G	-	COG0733R	sodium- and chloride-dependent transporter	1136003	1137436	OF308
+	516	15790513	mmdA	VNG1529G	-	COG4799I	methylmalonyl-CoA decarboxylase subunit alpha	1137505	1139055	OF309
+	85	15790514	-	VNG1530H	-	-	hypothetical protein	1139055	1139312	OF309
+	610	15790515	acc	VNG1532G	-	COG4770I	carbamoyl phosphate synthase subunit L	1139423	1141255	OF309
+	714	15790516	-	VNG1533H	-	-	hypothetical protein	1141390	1143534	OF310
-	47	15790517	-	VNG1534H	-	-	hypothetical protein	1143583	1143726	OR1
+	319	16554497	birA	VNG1534a	-	COG0340H	biotin operon repressor and biotin-(acetyl-CoA carboxylase) ligase	1143881	1144840	OF311
-	147	15790518	-	VNG1536C	-	COG0589T	hypothetical protein	1144847	1145290	OR1
-	409	15790519	-	VNG1537C	-	COG1078R	hypothetical protein	1145342	1146571	OR1
+	281	15790520	-	VNG1538H	-	COG1621G	hypothetical protein	1146674	1147519	OF312
-	236	15790521	ywfD	VNG1540G	-	COG1028IQR	glucose 1-dehydrogenase	1147554	1148264	OR1
+	423	15790522	sucC	VNG1541G	-	COG0045C	succinyl-CoA synthetase subunit beta	1148259	1149530	OF313
+	289	15790523	sucD	VNG1542G	-	COG0074C	hypothetical protein	1149527	1150396	OF313
+	348	15790524	zim	VNG1543G	-	COG0863L	CTAG modification methylase	1150451	1151497	OF313
-	792	15790525	clc	VNG1544G	-	COG0038P	chloride channel	1151507	1153885	OR1
-	163	15790526	-	VNG1547C	-	COG2096S	hypothetical protein	1154318	1154809	OR1
-	79	15790527	-	VNG1546H	-	COG0695O	hypothetical protein	1154857	1155096	OR1
-	270	15790528	-	VNG1548C	-	COG1497K	hypothetical protein	1155952	1156764	OR1
+	187	15790529	cbiT	VNG1550G	-	COG2242H	cobalamin biosynthesis protein	1156903	1157466	OF314
+	234	15790530	cbiL	VNG1551G	-	COG2243H	cobalt-precorrin-2 C(20)-methyltransferase	1157463	1158167	OF314
+	288	15790531	cbiF	VNG1553G	-	COG2875H	cobalamin biosynthesis protein	1158160	1159026	OF314
+	325	15790532	cbiG	VNG1554G	-	COG2073H	cobalamin biosynthesis protein CbiG	1159023	1160000	OF314
+	276	15790533	cobH	VNG1555G	-	COG1010H	hypothetical protein	1159997	1160827	OF314
+	335	15790534	cbiH	VNG1557G	-	COG1010H	cobalamin biosynthesis protein	1160827	1161834	OF314
+	82	15790535	-	VNG1558H	-	COG1141C	hypothetical protein	1161834	1162082	OF314
+	232	15790536	-	VNG1559H	-	-	hypothetical protein	1162079	1162777	OF314
+	397	16554498	-	VNG1561Cm	-	COG2138S	ferredoxin	1162804	1163997	OF314
+	123	15790538	-	VNG1562H	-	COG1692S	hypothetical protein	1163994	1164365	OF314
+	407	15790539	-	VNG1564H	-	COG1520S	hypothetical protein	1164343	1165566	OF314
-	690	15790540	hmcA	VNG1565G	-	COG1239H	HmcA	1165595	1167667	OR1
+	1234	15790541	cobN	VNG1566G	-	COG1429H	hypothetical protein	1167897	1171601	OF314
+	237	15790542	cbiC	VNG1567G	-	COG2082H	precorrin isomerase	1171591	1172304	OF314
+	250	15790543	cbiJ	VNG1568G	-	COG2241H	cobalt-precorrin-6Y C(5)-methyltransferase	1172301	1173053	OF314
-	256	15790544	-	VNG1570H	-	COG2138S	hypothetical protein	1173050	1173820	OR1
+	300	15790545	-	VNG1572C	-	COG2038H	hypothetical protein	1174064	1174966	OF314
+	441	15790546	cbiA	VNG1573G	-	COG1797H	cobyrinic acid a,c-diamide synthase	1174953	1176278	OF314
+	225	15790547	cobI	VNG1574G	-	COG2109H	cobalamin adenosyltransferase	1176275	1176952	OF314
+	512	15790548	cbiP	VNG1576G	-	COG1492H	cobyric acid synthase	1176954	1178492	OF314
+	152	15790549	-	VNG1577C	-	COG1011R	hypothetical protein	1178690	1179148	OF314
